cbsa,city,state
41940,SAN JOSE,CA
36260,COLLINSTON,UT
35300,WATERBURY,CT
35620,MONMOUTH JUNCTION,NJ
42220,JENNER,CA
16340,CAVE SPRING,GA
44860,POINT,TX
99999,EUFAULA,OK
45000,NUBIEBER,CA
17900,JENKINSVILLE,SC
30660,ARMINGTON,IL
13060,BLESSING,TX
37980,NORWOOD,PA
40380,HIMROD,NY
39860,RANDOLPH,MN
17140,OREGONIA,OH
12020,WINDER,GA
44100,WAVERLY,IL
17980,MANCHESTER,GA
38900,PORTLAND,OR
29420,HACKBERRY,AZ
31820,NEW HOLSTEIN,WI
41140,PATTONSBURG,MO
42660,MEDINA,WA
26900,ANDERSON,IN
16980,CHICAGO,IL
99999,CAIRO,GA
99999,PERRYVILLE,MO
33460,HARRIS,MN
32820,LAMAR,MS
49700,FORBESTOWN,CA
40140,LA QUINTA,CA
35620,MANHASSET,NY
99999,GUNNISON,CO
41180,BALLWIN,MO
46220,FAUNSDALE,AL
37980,MOUNT EPHRAIM,NJ
41740,DESCANSO,CA
44140,ROWE,MA
36220,GOLDSMITH,TX
99999,HONESDALE,PA
31080,CAPISTRANO BEACH,CA
34060,BRETZ,WV
29460,NALCREST,FL
35620,KINGS PARK,NY
40140,CORONA,CA
47900,ANDREWS AIR FORCE BASE,MD
31140,PENDLETON,KY
40300,WOOSUNG,IL
16980,BEECHER,IL
43420,ELGIN,AZ
19820,MEMPHIS,MI
16740,CHARLOTTE,NC
26580,HUNTINGTON,WV
28140,KANSAS CITY,MO
48260,NEW MANCHESTER,WV
46540,WESTDALE,NY
22020,AMENIA,ND
99999,COVINGTON,VA
18140,CENTERBURG,OH
13220,DIXIE,WV
12540,LOST HILLS,CA
99999,RUSSELLVILLE,KY
33460,STANCHFIELD,MN
36740,LAKE MONROE,FL
99999,POLSON,MT
13820,BIRMINGHAM,AL
27620,MARTINSBURG,MO
33460,NORTHFIELD,MN
10580,SLOANSVILLE,NY
43140,VALE,NC
21660,LORANE,OR
38300,FARMINGTON,PA
35620,WHITE PLAINS,NY
35620,BRONX,NY
45940,TRENTON,NJ
12060,MARIETTA,GA
47900,BROOKEVILLE,MD
30700,VALPARAISO,NE
16740,CHARLOTTE,NC
25420,HARRISBURG,PA
13900,HAZEN,ND
42380,ALBA,PA
99999,PARKER,AZ
14260,BRUNEAU,ID
99999,NEVADA,MO
10900,BLOOMSBURY,NJ
41620,SALT LAKE CITY,UT
19300,LITTLE RIVER,AL
28140,KANSAS CITY,MO
43340,SHREVEPORT,LA
20500,RALEIGH,NC
12580,CHURCH HILL,MD
31180,SPUR,TX
26900,SUMMITVILLE,IN
30100,SOUTH WOODSTOCK,VT
31340,COLEMAN FALLS,VA
24060,DE BEQUE,CO
28260,KEARNEY,NE
47260,EURE,NC
17020,CLIPPER MILLS,CA
10100,FERNEY,SD
10100,ONAKA,SD
31080,LOS ANGELES,CA
99999,CARTHAGE,MS
29200,LOGANSPORT,IN
14020,NASHVILLE,IN
36420,WHEATLAND,OK
33460,LORETTO,MN
17500,MOORE HAVEN,FL
39150,SELIGMAN,AZ
26090,MACATAWA,MI
16620,CULLODEN,WV
27780,MARSTELLER,PA
37300,ATHENS,TX
33340,MENOMONEE FALLS,WI
42660,AUBURN,WA
30780,POYEN,AR
12060,NORCROSS,GA
40900,CLARKSBURG,CA
35620,QUEENS VILLAGE,NY
24780,WALSTONBURG,NC
19100,KEENE,TX
17820,COLORADO SPRINGS,CO
19740,LITTLETON,CO
44140,AMHERST,MA
35620,UNIONDALE,NY
49340,NEW BRAINTREE,MA
28380,STEELE,MO
33460,SCANDIA,MN
34980,SANTA FE,TN
36740,OKAHUMPKA,FL
20260,WINTON,MN
19100,SUNNYVALE,TX
99999,TOMAH,WI
41540,NANTICOKE,MD
11460,BELLEVILLE,MI
46500,CASSTOWN,OH
16180,CARSON CITY,NV
99999,CYNTHIANA,KY
44420,AFTON,VA
40060,FORD,VA
18500,ALFRED STATION,NY
99999,WILLIAMSTON,NC
13820,VANDIVER,AL
35620,SAYVILLE,NY
42660,REDMOND,WA
45300,TAMPA,FL
40220,ROANOKE,VA
99999,ANDALUSIA,AL
35620,SAINT JAMES,NY
12700,TRURO,MA
18460,SAUTEE NACOOCHEE,GA
38780,CLOVIS,NM
38780,TAIBAN,NM
13220,GAULEY BRIDGE,WV
17300,DAWSON SPRINGS,KY
12380,STEWARTVILLE,MN
15540,EAST BERKSHIRE,VT
11540,NICHOLS,WI
42020,SANTA MARIA,CA
14460,LEE,NH
35620,HARTSDALE,NY
33460,SPRING VALLEY,WI
28140,LINWOOD,KS
12060,ATLANTA,GA
14460,BOSTON,MA
12940,GROSSE TETE,LA
41740,SAN DIEGO,CA
18820,CLARKS HILL,IN
37980,CHELTENHAM,PA
17460,WILLOUGHBY,OH
30280,EAGLEVILLE,TN
19740,AURORA,CO
19100,GRANDVIEW,TX
16860,GUILD,TN
38060,SCOTTSDALE,AZ
25060,CARRIERE,MS
14460,EAST WALPOLE,MA
46180,SMITHVILLE,MS
37980,GREEN LANE,PA
12420,AUSTIN,TX
39660,CUSTER,SD
25620,COLUMBIA,MS
25620,MC LAIN,MS
32000,MORGANTON,NC
15980,NAPLES,FL
43900,ARCADIA,SC
35620,CLARK,NJ
19340,NEW LIBERTY,IA
30780,CASA,AR
25180,SHEPHERDSTOWN,WV
33100,HALLANDALE,FL
27780,CASSANDRA,PA
46660,FARGO,GA
38940,JUPITER,FL
38940,OKEECHOBEE,FL
18140,ROSEVILLE,OH
99999,HAZARD,KY
35620,COPIAGUE,NY
16980,HILLSIDE,IL
26900,ATLANTA,IN
26420,ALVIN,TX
31080,NEWPORT COAST,CA
15540,BAKERSFIELD,VT
43980,GILLETT GROVE,IA
12060,MARIETTA,GA
16740,EDGEMOOR,SC
33380,HAYNESVILLE,LA
16980,CORTLAND,IL
38300,PRESTO,PA
41180,LABADIE,MO
99999,DELTA,CO
19820,DEARBORN,MI
12060,GRANTVILLE,GA
33460,MAYER,MN
39460,NORTH FORT MYERS,FL
40900,SACRAMENTO,CA
99999,HALEYVILLE,AL
38300,HERMINIE,PA
35620,RAMSEY,NJ
35620,NEW MILFORD,NJ
15780,PRESCOTT,AR
41660,WALL,TX
19820,BIRMINGHAM,MI
11100,GROOM,TX
12740,HARDWICK,VT
19100,HUTCHINS,TX
39580,WARRENTON,NC
99999,OSAGE BEACH,MO
19100,PONDER,TX
40700,NORTH BEND,OR
38060,LUKE AIR FORCE BASE,AZ
16740,STONY POINT,NC
29180,ESTHERWOOD,LA
44140,PLAINFIELD,MA
14460,BYFIELD,MA
99999,LIBBY,MT
19100,DALLAS,TX
28140,CLEVELAND,MO
41860,CROCKETT,CA
37980,WASHINGTON CROSSING,PA
99999,DEXTER,MO
99999,FOREST,MS
13220,AMIGO,WV
40140,SAN BERNARDINO,CA
40780,LAMAR,AR
12020,BOWMAN,GA
99999,MOAB,UT
11900,CHESTERHILL,OH
32700,HESSTON,KS
15380,MARILLA,NY
38900,PORTLAND,OR
35620,PEARL RIVER,NY
12060,SMYRNA,GA
31340,VESUVIUS,VA
99999,ROSCOMMON,MI
20740,SHELDON,WI
42540,STILLWATER,PA
46140,TULSA,OK
19820,COLUMBUS,MI
36540,HERMAN,NE
36540,MURRAY,NE
16700,PINOPOLIS,SC
16620,JEFFREY,WV
21780,HAUBSTADT,IN
45300,ELFERS,FL
14260,GRAND VIEW,ID
35620,NEW YORK,NY
35620,LAVALLETTE,NJ
14460,WABAN,MA
19820,UTICA,MI
31540,COBB,WI
99999,EASTMAN,GA
27260,MELROSE,FL
40140,SAN BERNARDINO,CA
30900,DENVER,IN
12940,LETTSWORTH,LA
27140,LENA,MS
45860,PINE MEADOW,CT
29460,LAKESHORE,FL
45300,TAMPA,FL
99999,STARKE,FL
35620,RIDGE,NY
35620,BABYLON,NY
47900,WASHINGTON,DC
35620,SOUTH RIVER,NJ
15540,JEFFERSONVILLE,VT
25860,LINCOLNTON,NC
99999,MANISTEE,MI
99999,MONTICELLO,IN
19820,ROYAL OAK,MI
99999,BAKER CITY,OR
39580,SPRING HOPE,NC
37900,LAURA,IL
15380,BOWMANSVILLE,NY
17140,FOSTER,KY
31740,DWIGHT,KS
36300,CHILDWOLD,NY
35620,NORTH ARLINGTON,NJ
35620,WEST MILFORD,NJ
99999,HAYESVILLE,NC
19820,CAPAC,MI
44180,WINDYVILLE,MO
41180,SAINT JACOB,IL
31180,LUBBOCK,TX
45940,TRENTON,NJ
47260,MATHEWS,VA
47900,BRENTWOOD,MD
99999,SALEM,MO
24020,HOOSICK FALLS,NY
99999,LOUISVILLE,MS
35620,MARLBORO,NJ
99999,BRYAN,OH
28940,NEWCOMB,TN
18140,GLENFORD,OH
24660,BENNETT,NC
37980,COCHRANVILLE,PA
45300,TAMPA,FL
35620,CLIFTON,NJ
20500,KITTRELL,NC
12580,WHITEFORD,MD
40580,SIMS,NC
35100,CHERRY POINT,NC
35620,NEW YORK,NY
35620,NEWARK,NJ
15380,LAWTONS,NY
12060,ROCKMART,GA
38060,PHOENIX,AZ
41180,MORO,IL
15660,OAKMAN,GA
38300,SALTSBURG,PA
14460,NOTTINGHAM,NH
36460,IRVING,NY
44300,ORVISTON,PA
35620,CORTLANDT MANOR,NY
14460,WEST WAREHAM,MA
49340,CENTRAL VILLAGE,CT
31660,NORTH LAWRENCE,NY
99999,SOUTH BOSTON,VA
99999,HIAWASSEE,GA
25540,WILLIMANTIC,CT
36580,CHARLOTTEVILLE,NY
99999,POWELL,WY
99999,STILWELL,OK
13220,JOSEPHINE,WV
24740,ISOLA,MS
48820,KERKHOVEN,MN
42660,TACOMA,WA
48700,CEDAR RUN,PA
24540,NEW RAYMER,CO
39820,DUNSMUIR,CA
44060,MICA,WA
14460,NEWBURY,MA
12940,NORWOOD,LA
17380,SCOTT,MS
48540,RAYLAND,OH
28140,KANSAS CITY,MO
26900,REELSVILLE,IN
47260,CARRSVILLE,VA
40060,COLUMBIA,VA
34380,EDMORE,MI
38900,PORTLAND,OR
29540,OXFORD,PA
10580,COEYMANS,NY
99999,CLINTON,MO
39980,BROWNSVILLE,IN
42660,TACOMA,WA
47300,CALIFORNIA HOT SPRINGS,CA
99999,ELIZABETHTOWN,NC
48300,CHELAN FALLS,WA
17140,COVINGTON,KY
27140,NEWHEBRON,MS
38300,NEW BETHLEHEM,PA
16620,CHARLESTON,WV
99999,MILLERSBURG,OH
47260,SHAWBORO,NC
46620,CAMP WOOD,TX
35620,COLONIA,NJ
26940,BELZONI,MS
39580,NEWTON GROVE,NC
41400,PETERSBURG,OH
99999,BLUFFTON,IN
45860,LAKESIDE,CT
35620,HAZLET,NJ
38300,HOOKSTOWN,PA
16140,SCRANTON,IA
12580,UNION BRIDGE,MD
16820,PINEY RIVER,VA
12260,SPRINGFIELD,SC
20180,MINERAL SPRINGS,PA
43340,CONVERSE,LA
34180,STRATFORD,WA
21780,GENTRYVILLE,IN
30660,KENNEY,IL
37980,EARLEVILLE,MD
99999,BISHOP,CA
30300,REUBENS,ID
39060,SELTZER,PA
35100,RICHLANDS,NC
15340,CHATFIELD,OH
44220,LONDON,OH
38300,MC CLELLANDTOWN,PA
38300,PORTERSVILLE,PA
37980,MAGNOLIA,NJ
47260,SUNBURY,NC
33740,CHOUDRANT,LA
28820,SNOW HILL,NC
16860,SEWANEE,TN
26980,LISBON,IA
37860,HOLT,FL
27780,CHEST SPRINGS,PA
38060,SAN MANUEL,AZ
45300,PORT RICHEY,FL
12580,ANNAPOLIS,MD
35620,SADDLE BROOK,NJ
17460,CLEVELAND,OH
38060,CASA GRANDE,AZ
35220,CHARLOTTESVILLE,IN
28700,FALL BRANCH,TN
99999,LOUISA,VA
39580,RALEIGH,NC
37900,PEORIA,IL
99999,LITTLE FALLS,MN
19820,PONTIAC,MI
38060,PHOENIX,AZ
45300,BROOKSVILLE,FL
24340,RIVERDALE,MI
17140,HAMILTON,OH
99999,CHRISTIANSTED,VI
31080,GLENDALE,CA
99999,HARRISBURG,IL
19100,GRAND PRAIRIE,TX
99999,CHECOTAH,OK
42940,KNOXVILLE,TN
28100,BEECHER,IL
28100,CABERY,IL
99999,CANTON,TX
99999,WATFORD CITY,ND
29460,KATHLEEN,FL
27180,ATWOOD,TN
36420,HINTON,OK
19100,WILMER,TX
14660,PIERZ,MN
38060,GLENDALE,AZ
16620,MIDKIFF,WV
39860,WEST CONCORD,MN
42660,KIRKLAND,WA
35620,BUDD LAKE,NJ
35620,HOLMDEL,NJ
12060,ATLANTA,GA
24420,JACKSONVILLE,OR
41860,MILL VALLEY,CA
24330,JACOBSON,MN
35620,NORTH BABYLON,NY
26420,CONROE,TX
41740,SAN DIEGO,CA
19740,ENGLEWOOD,CO
16020,MILLER CITY,IL
99999,MOUNTAIN CITY,TN
14540,JETSON,KY
99999,EATON,OH
33500,PLAZA,ND
35620,WARREN,NJ
16060,CARRIER MILLS,IL
10780,MORA,LA
14460,FREMONT,NH
40660,PLAINVILLE,GA
99999,EMPORIA,VA
33100,MIAMI,FL
37980,WILMINGTON,DE
37980,EAST GREENVILLE,PA
43140,CONNELLY SPRINGS,NC
41400,WINONA,OH
39580,RALEIGH,NC
21780,GRIFFIN,IN
26420,BELLAIRE,TX
14460,CHESTER,NH
31140,SCOTTSBURG,IN
40060,CROZIER,VA
38300,GEORGETOWN,PA
30100,SOUTH ACWORTH,NH
19100,NEWARK,TX
17900,JOHNSTON,SC
36740,PLYMOUTH,FL
99999,ROCHESTER,IN
16980,GREAT LAKES,IL
10500,DE SOTO,GA
47260,POWELLS POINT,NC
35620,DUMONT,NJ
41180,BELLEVILLE,IL
99999,PORT SAINT JOE,FL
31980,HARTFORD CITY,IN
31980,ELWOOD,IN
33860,PLANTERSVILLE,AL
19780,ACKWORTH,IA
39900,VIRGINIA CITY,NV
26580,HITCHINS,KY
48140,JUNCTION CITY,WI
19740,EASTLAKE,CO
35620,FAIRVIEW,NJ
99999,CLAYTON,GA
14100,WATSONTOWN,PA
17140,CORINTH,KY
99999,CHERAW,SC
19100,PARADISE,TX
12420,AUSTIN,TX
47900,JEFFERSON,MD
35380,NEW ORLEANS,LA
22900,BUNCH,OK
36540,MURDOCK,NE
43620,FREEMAN,SD
16980,OAK PARK,IL
19740,AURORA,CO
16740,OLIN,NC
99999,WARSAW,MO
26900,INGALLS,IN
29340,LAKE CHARLES,LA
33100,FORT LAUDERDALE,FL
16980,GLENCOE,IL
31080,HAWAIIAN GARDENS,CA
40140,SAN BERNARDINO,CA
47380,BREMOND,TX
45940,TRENTON,NJ
26900,LIZTON,IN
41740,SAN DIEGO,CA
35620,WHARTON,NJ
99999,PARK RAPIDS,MN
34060,OSAGE,WV
31820,ELKHART LAKE,WI
49660,WASHINGTONVILLE,OH
37980,FURLONG,PA
99999,WILLS POINT,TX
19820,AUBURN HILLS,MI
35620,STATEN ISLAND,NY
47900,HUGHESVILLE,MD
33460,YOUNG AMERICA,MN
45300,SAINT PETERSBURG,FL
38300,DAYTON,PA
38300,FAYETTE CITY,PA
38060,PEORIA,AZ
33460,SPRING PARK,MN
13820,CLAY,AL
35820,FARNAM,NE
33100,MIAMI,FL
38500,MENTONE,IN
38300,VANDERBILT,PA
34220,OCHLOCKNEE,GA
12060,GREENVILLE,GA
14020,BLOOMINGTON,IN
45460,SAINT MARY OF THE WOODS,IN
41740,SAN DIEGO,CA
12580,UPPERCO,MD
22840,CEDAR BLUFF,AL
41620,SALT LAKE CITY,UT
38060,CHANDLER,AZ
27260,JACKSONVILLE,FL
10580,ROTTERDAM JUNCTION,NY
14460,DEERFIELD,NH
24540,SEVERANCE,CO
99999,HAZLEHURST,GA
41540,GIRDLETREE,MD
26580,KIAHSVILLE,WV
20820,WHEELER,IL
40980,HENDERSON,MI
35620,VERONA,NJ
19460,VINEMONT,AL
14260,LOWMAN,ID
49060,LATHAM,KS
36837,VAN ORIN,IL
10820,ASHBY,MN
24220,HATTON,ND
18140,SOUTH BLOOMINGVILLE,OH
22220,JOHNSON,AR
41180,SAINT LOUIS,MO
49180,BETHANIA,NC
36540,WESTON,NE
28140,ORRICK,MO
38300,SMITHTON,PA
26900,BAINBRIDGE,IN
30100,NORTH POMFRET,VT
17140,NEWPORT,KY
99999,HARBOR SPRINGS,MI
18140,FREDERICKTOWN,OH
10900,BEAVER MEADOWS,PA
12060,ATLANTA,GA
40140,TRONA,CA
26420,SUGAR LAND,TX
45620,PELHAM,GA
48100,FORT MEADE,FL
40140,ANZA,CA
38900,WILLAMINA,OR
36420,OKLAHOMA CITY,OK
19820,RAY,MI
30780,REDFIELD,AR
25540,CENTERBROOK,CT
48260,EAST SPRINGFIELD,OH
38300,HARRISVILLE,PA
47260,ARK,VA
41740,SAN DIEGO,CA
99999,PAW PAW,MI
47900,WOODBRIDGE,VA
99999,KENTON,OH
36540,KENNARD,NE
99999,NAPOLEON,OH
99999,SWEETWATER,TN
14460,HAMPTON,NH
35620,BOHEMIA,NY
99999,STUTTGART,AR
16540,STATE LINE,PA
29200,FRANKFORT,IN
13540,JAMAICA,VT
99999,TRINIDAD,CO
99999,BEDFORD,PA
99999,PUNXSUTAWNEY,PA
21220,MOUNTAIN CITY,NV
16620,BOB WHITE,WV
16620,ORGAS,WV
99999,WINNSBORO,LA
17140,MIAMITOWN,OH
26420,LEAGUE CITY,TX
35620,AVENEL,NJ
99999,EDENTON,NC
25860,BLOWING ROCK,NC
23900,ARENDTSVILLE,PA
41740,SAN DIEGO,CA
38700,BUCKINGHAM,IL
37980,MERION STATION,PA
35620,SPRING LAKE,NJ
38300,NEW FLORENCE,PA
31540,LINDEN,WI
99999,SMITHVILLE,TN
32540,SAVANNA,OK
45860,SHERMAN,CT
43900,GLENDALE,SC
21380,OSAGE CITY,KS
35620,MIDDLESEX,NJ
33100,HOMESTEAD,FL
10580,CENTRAL BRIDGE,NY
17140,TERRACE PARK,OH
28140,KANSAS CITY,MO
47260,NORFOLK,VA
26420,CYPRESS,TX
26420,LA PORTE,TX
31080,MONTROSE,CA
39980,MOORELAND,IN
35620,WYCKOFF,NJ
99999,KINGSTREE,SC
12580,PYLESVILLE,MD
31140,TURNERS STATION,KY
99999,NORWICH,NY
38900,PORTLAND,OR
35900,LENOIR,NC
19100,CEDAR HILL,TX
33100,POMPANO BEACH,FL
30780,PERRY,AR
33460,HANOVER,MN
37980,ESSINGTON,PA
41700,FISCHER,TX
19820,AVOCA,MI
46520,KAAAWA,HI
18880,VERNON,FL
13900,BEULAH,ND
19740,AURORA,CO
99999,YREKA,CA
20220,GUTTENBERG,IA
36540,UNION,NE
30700,CERESCO,NE
30860,THATCHER,ID
37980,VILLANOVA,PA
27860,CHERRY VALLEY,AR
33460,ISLE,MN
37300,LARUE,TX
99999,POCAHONTAS,AR
26980,AMANA,IA
37980,GIBBSTOWN,NJ
24340,HUBBARDSTON,MI
99999,BONIFAY,FL
26580,SAINT ALBANS,WV
47940,DEWAR,IA
38060,SCOTTSDALE,AZ
16980,AURORA,IL
16700,CORDESVILLE,SC
18140,MILFORD CENTER,OH
19100,DALLAS,TX
47260,BOYKINS,VA
19340,NORTH HENDERSON,IL
17140,CINCINNATI,OH
31140,FREDERICKSBURG,IN
12060,BRASELTON,GA
27900,GOLDEN CITY,MO
16980,UNIVERSITY PARK,IL
25420,WALNUT BOTTOM,PA
21580,BLANCO,NM
22020,ENDERLIN,ND
35620,MIDDLE ISLAND,NY
25540,HARTFORD,CT
40340,SAINT CHARLES,MN
41180,LONEDELL,MO
30700,PANAMA,NE
24500,POWER,MT
24500,FLOWEREE,MT
36420,OKARCHE,OK
99999,PRESQUE ISLE,ME
12940,CARVILLE,LA
19660,MIMS,FL
48620,BENTLEY,KS
33460,AFTON,MN
40900,WEST SACRAMENTO,CA
45820,MC FARLAND,KS
13180,LEBANON,WI
28140,OLATHE,KS
99999,POTEAU,OK
16980,GENOA,IL
22300,CAREY,OH
35620,BOUND BROOK,NJ
35620,FLORHAM PARK,NJ
19820,MOUNT CLEMENS,MI
19100,GRAPEVINE,TX
35620,LITTLE NECK,NY
37140,SYMSONIA,KY
35620,ROSELLE PARK,NJ
99999,KOSCIUSKO,MS
36940,MORRISTOWN,MN
30100,SOUTH STRAFFORD,VT
19340,MC CAUSLAND,IA
19340,OSCO,IL
41740,JULIAN,CA
38300,PARKER,PA
99999,RUSSELL SPRINGS,KY
99999,ABBEVILLE,SC
23060,FORT WAYNE,IN
39300,PEACE DALE,RI
35620,PRINCETON,NJ
26780,NORWOOD YOUNG AMERICA,MN
29820,HENDERSON,NV
35620,QUEENS VILLAGE,NY
45460,GREENCASTLE,IN
16980,WHEATFIELD,IN
47900,CHANTILLY,VA
19820,DETROIT,MI
99999,JAMESTOWN,TN
22580,BLACK MOUNTAIN,NC
99999,MADRAS,OR
99999,RUTHER GLEN,VA
35620,TENAFLY,NJ
43380,WAPAKONETA,OH
14460,PORTSMOUTH,NH
99999,SALIDA,CO
14460,NAHANT,MA
35620,CROTON ON HUDSON,NY
26900,PARAGON,IN
43340,HOSSTON,LA
25540,WEST HARTFORD,CT
19820,LIVONIA,MI
47940,APLINGTON,IA
41180,HAWK POINT,MO
31140,MAUCKPORT,IN
19100,FORT WORTH,TX
35420,EAST SPARTA,OH
99999,MARIPOSA,CA
99999,OSCODA,MI
33460,WAVERLY,MN
16740,CHARLOTTE,NC
99999,IDABEL,OK
38300,SMOCK,PA
41760,BAYVIEW,ID
36740,WINTER GARDEN,FL
26020,MONUMENT,NM
25700,NATOMA,KS
33460,BAYPORT,MN
44700,CLEMENTS,CA
28140,TRIMBLE,MO
35620,BELLEROSE,NY
12060,TUCKER,GA
49300,LAKEVILLE,OH
39580,RALEIGH,NC
12060,ALPHARETTA,GA
35620,MILLER PLACE,NY
45060,REDFIELD,NY
45060,GEORGETOWN,NY
22800,COLCHESTER,IL
24220,MINTO,ND
31140,HARDINSBURG,IN
99999,ELDON,MO
23060,FORT WAYNE,IN
10740,COUNSELOR,NM
24860,ENOREE,SC
12180,FAIR HAVEN,NY
99999,NEWAYGO,MI
40220,ROANOKE,VA
99999,ATLANTA,TX
22020,FINGAL,ND
35060,PLEASANT HILL,LA
42740,COLE CAMP,MO
24540,GALETON,CO
99999,AMORY,MS
48700,SLATE RUN,PA
10580,SAND LAKE,NY
99999,TYLERTOWN,MS
99999,THIEF RIVER FALLS,MN
99999,SWAINSBORO,GA
99999,WALLACE,NC
99999,JEFFERSON,TX
27620,COLUMBIA,MO
17140,GLENCOE,KY
42500,HENRYVILLE,IN
34100,MASCOT,TN
12660,CAZENOVIA,WI
23060,FORT WAYNE,IN
23060,FORT WAYNE,IN
29620,NASHVILLE,MI
38860,BAILEY ISLAND,ME
18140,COLUMBUS,OH
41100,GUNLOCK,UT
99999,REEDS SPRING,MO
99999,HAVRE,MT
31080,LOS ANGELES,CA
19100,LEWISVILLE,TX
12420,AUSTIN,TX
23780,INGALLS,KS
99999,CHARLEVOIX,MI
35820,MOOREFIELD,NE
45300,SAINT PETERSBURG,FL
38060,SCOTTSDALE,AZ
35620,ISLIP,NY
26420,SUGAR LAND,TX
35620,HARRISON,NY
19580,CONTINENTAL,OH
26900,WALDRON,IN
41860,SAN FRANCISCO,CA
35620,STONY BROOK,NY
18140,COLUMBUS,OH
23060,FORT WAYNE,IN
36540,PERSIA,IA
26740,KINGMAN,KS
18140,NELSONVILLE,OH
43020,BLACK CREEK,WI
41540,BIVALVE,MD
99999,CROSSETT,AR
47900,CAPITOL HEIGHTS,MD
99999,LANCASTER,KY
10900,LAKE HARMONY,PA
48300,GRAND COULEE,WA
99999,WYNNE,AR
38060,MESA,AZ
36837,LEONORE,IL
36740,LEESBURG,FL
99999,AURORA,MO
48180,AXSON,GA
22860,FLORIEN,LA
35620,DUNELLEN,NJ
18140,NEW STRAITSVILLE,OH
22300,NORTH BALTIMORE,OH
22300,BLOOMDALE,OH
16060,DU QUOIN,IL
33100,POMPANO BEACH,FL
33100,MIAMI,FL
42780,MILROY,PA
99999,WAVERLY,OH
37980,CHESTERFIELD,NJ
38300,KARNS CITY,PA
17900,BLACKSTOCK,SC
35620,EAST RUTHERFORD,NJ
18140,BRICE,OH
14260,SWEET,ID
36460,WESTONS MILLS,NY
37900,MARIETTA,IL
39580,HENDERSON,NC
41180,GRAFTON,IL
38300,HUNKER,PA
34460,CARLISLE,KY
24660,PELHAM,NC
47900,MYERSVILLE,MD
99999,FORT SCOTT,KS
30980,WINNSBORO,TX
15380,GLENWOOD,NY
38300,FOMBELL,PA
17900,ORANGEBURG,SC
14460,BOSTON,MA
25540,WEST GRANBY,CT
14460,CANDIA,NH
37980,CRUM LYNNE,PA
38300,NORMALVILLE,PA
16980,CHICAGO,IL
23060,FORT WAYNE,IN
99999,LEWISBURG,WV
10900,ANDOVER,NJ
99999,OLNEY,IL
15820,CANMER,KY
26420,SPRING,TX
46140,FORT GIBSON,OK
11540,STOCKBRIDGE,WI
37980,PERKIOMENVILLE,PA
37980,GLENDORA,NJ
14460,STRAFFORD,NH
33460,MARINE ON SAINT CROIX,MN
49340,CHARLTON CITY,MA
17140,MOSCOW,OH
41740,SAN DIEGO,CA
32020,RICHWOOD,OH
99999,HOUGHTON LAKE,MI
31540,ARGYLE,WI
11220,CHERRY VALLEY,NY
19100,DALLAS,TX
38060,PHOENIX,AZ
19820,WARREN,MI
99999,MORRILTON,AR
99999,PARIS,IL
99999,TRINITY,TX
35380,PARADIS,LA
29300,FRANKLIN,GA
41860,FREMONT,CA
26420,ANGLETON,TX
33460,BRAHAM,MN
99999,LAKE ARIEL,PA
19740,LITTLETON,CO
99999,LURAY,VA
99999,WAYNESBURG,PA
46100,BRADYVILLE,TN
40060,BARHAMSVILLE,VA
41740,RANCHO SANTA FE,CA
45460,KNIGHTSVILLE,IN
17460,WADSWORTH,OH
19740,WESTMINSTER,CO
29200,BUCK CREEK,IN
23420,FRESNO,CA
41940,SAN JOSE,CA
47660,PLEASANT HILL,MO
36420,CARNEY,OK
36837,TRIUMPH,IL
33100,MIAMI,FL
28700,SNEEDVILLE,TN
38300,PITTSBURGH,PA
33460,NORWOOD YOUNG AMERICA,MN
33100,WEST PALM BEACH,FL
35700,GREEN VALLEY,AZ
38900,PORTLAND,OR
44180,LEBANON,MO
47260,SUFFOLK,VA
19100,ALVORD,TX
12060,ATLANTA,GA
33460,WOODVILLE,WI
41540,EWELL,MD
23540,EARLETON,FL
16060,CAMBRIA,IL
27900,LA RUSSELL,MO
99999,LINTON,IN
27620,HARTSBURG,MO
41060,ROSCOE,MN
99999,ANTIGO,WI
44060,HUNTERS,WA
33860,SELMA,AL
37980,WOODLYN,PA
12060,ZEBULON,GA
38860,EAST BALDWIN,ME
45300,BELLEAIR BEACH,FL
24860,CONESTEE,SC
99999,CHESTERTOWN,MD
17460,HUNTSBURG,OH
99999,HOULTON,ME
28940,VONORE,TN
48580,ZENDA,WI
31080,LOS ANGELES,CA
14460,SHERBORN,MA
30620,PANDORA,OH
27160,VINTON,OH
20780,BURNS,CO
99999,MONETT,MO
38900,PORTLAND,OR
99999,WEST BRANCH,MI
38060,MESA,AZ
19780,DES MOINES,IA
36260,SNOWVILLE,UT
13660,SIX LAKES,MI
35620,EAST ISLIP,NY
17860,CALIFORNIA,MO
12580,TOWSON,MD
28740,PINE HILL,NY
16220,NATRONA,WY
49100,CHATFIELD,MN
99999,NAVASOTA,TX
24220,OSLO,MN
99999,SYLVANIA,GA
48940,WAYNESVILLE,OH
30100,EAST RANDOLPH,VT
99999,BELFAST,ME
19780,MENLO,IA
16620,MOUNT ALTO,WV
26090,HUDSONVILLE,MI
16740,FAITH,NC
31080,LANCASTER,CA
33100,BOYNTON BEACH,FL
35620,BRONX,NY
19100,GARLAND,TX
29980,MINOR HILL,TN
38060,PHOENIX,AZ
